,$(X_1\cup X_2)\beta \approx Y$,$X_1\beta \approx Y$,$X_2\beta \approx Y$,$R^2(X_1\beta \approx Y)\cap R^2(X_2\beta \approx Y)$,$R^2(X_1\beta \approx Y) \setminus R^2(X_2\beta \approx Y)$,$R^2(X_2\beta \approx Y) \setminus R^2(X_1\beta \approx Y)$
75,0.92002505,0.65331745,0.55047005,0.2837625,0.36955494,0.26670754
76,0.8980532,0.6133312,0.49802202,0.21329993,0.40003127,0.2847221
77,0.8879267,0.6447935,0.54479504,0.30166185,0.34313166,0.24313319
78,0.9151024,0.5985386,0.7036326,0.3870688,0.21146977,0.31656379
79,0.9082063,0.61477876,0.6264502,0.33302265,0.2817561,0.29342753
80,0.92678934,0.60016155,0.62585604,0.29922825,0.3009333,0.3266278
81,0.8716347,0.51083684,0.4779064,0.117108524,0.39372832,0.36079788
82,0.8724405,0.6070291,0.628473,0.3630615,0.2439676,0.2654115
83,0.91465974,0.6175245,0.5326044,0.2354691,0.3820554,0.2971353
84,0.87433755,0.5534842,0.5291163,0.20826292,0.34522128,0.32085335
85,0.8962291,0.63948417,0.63050705,0.37376207,0.2657221,0.25674498
86,0.89771503,0.56059945,0.5728228,0.23570722,0.32489222,0.3371156
87,0.88537246,0.543275,0.59854186,0.2564444,0.2868306,0.34209746
88,0.8790041,0.48459476,0.5612817,0.16687238,0.31772238,0.3944093
89,0.8948929,0.4516396,0.57793534,0.134682,0.3169576,0.44325334
90,0.8793105,0.5531826,0.5542165,0.22808862,0.32509398,0.3261279
91,0.8841081,0.5717858,0.58333105,0.27100867,0.30077714,0.31232238
92,0.8798687,0.62037444,0.6277234,0.3682292,0.25214523,0.2594942
93,0.9192906,0.67446554,0.65879154,0.41396648,0.26049906,0.24482507
94,0.8785527,0.50175154,0.51630193,0.13950086,0.3622507,0.37680107
95,0.88229614,0.603105,0.4248184,0.1456272,0.4574778,0.2791912
96,0.8500265,0.5315957,0.4234839,0.10505313,0.42654258,0.31843078
97,0.8667897,0.5392551,0.6144544,0.2869197,0.25233537,0.32753468
98,0.841724,0.47856438,0.53912103,0.17596143,0.30260295,0.3631596
99,0.9108245,0.5654,0.67629415,0.33086973,0.23453027,0.3454244
100,0.89254236,0.5732391,0.574082,0.25477874,0.31846035,0.31930327
101,0.91316736,0.6839184,0.6725297,0.44328082,0.2406376,0.22924888
102,0.8826172,0.571314,0.48839384,0.1770907,0.39422327,0.31130314
103,0.90946937,0.60655165,0.6130848,0.31016707,0.29638457,0.30291772
104,0.8989959,0.6080689,0.5626924,0.27176547,0.3363034,0.29092693
105,0.89795756,0.63048494,0.57043624,0.3029636,0.32752132,0.26747262
106,0.8831353,0.5632049,0.62152314,0.3015927,0.26161218,0.31993043
107,0.8922283,0.6564641,0.47480822,0.23904401,0.4174201,0.2357642
108,0.8430884,0.5212817,0.57761,0.25580335,0.26547837,0.32180667
109,0.898651,0.6541164,0.63686264,0.39232802,0.26178837,0.24453461
110,0.90424645,0.57780844,0.6770958,0.35065782,0.22715062,0.32643795
111,0.88489795,0.5847103,0.6232831,0.32309544,0.26161486,0.30018765
112,0.92190814,0.62904775,0.6969125,0.40405214,0.22499561,0.2928604
113,0.89550304,0.619227,0.5937649,0.3174889,0.30173808,0.276276
114,0.90358156,0.5853089,0.63089216,0.3126195,0.2726894,0.31827265
115,0.9253932,0.67808044,0.6038265,0.35651374,0.3215667,0.24731278
116,0.894678,0.6250989,0.58896565,0.3193866,0.30571228,0.26957905
117,0.89286333,0.5351759,0.48922884,0.13154143,0.4036345,0.3576874
118,0.9129874,0.58621895,0.5536102,0.22684175,0.3593772,0.32676846
119,0.89042723,0.62128997,0.5730205,0.3038832,0.31740677,0.26913732
120,0.8888601,0.56091917,0.6169857,0.28904474,0.27187443,0.32794094
121,0.90180206,0.67856014,0.58653885,0.363297,0.31526315,0.22324187
122,0.90538776,0.60126024,0.51653457,0.212407,0.38885325,0.30412757
123,0.8967907,0.60579133,0.69008505,0.3990857,0.20670563,0.29099935
124,0.9058595,0.53605795,0.64085686,0.27105534,0.2650026,0.36980152
125,0.87709576,0.5466293,0.5499762,0.21950978,0.32711953,0.33046645
126,0.83220166,0.50840795,0.52905184,0.20525819,0.30314976,0.32379365
127,0.9050871,0.6715876,0.590564,0.3570645,0.3145231,0.23349953
128,0.8934582,0.5460062,0.49567854,0.14822656,0.39777964,0.34745198
129,0.8671935,0.6060226,0.50039494,0.23922402,0.36679858,0.26117092
130,0.9051348,0.59542847,0.69790316,0.38819683,0.20723164,0.30970633
131,0.8911134,0.5987457,0.5686754,0.2763077,0.322438,0.2923677
132,0.88953054,0.6052108,0.64676094,0.36244118,0.2427696,0.28431976
133,0.882594,0.5289669,0.5496433,0.19601619,0.3329507,0.3536271
134,0.8977067,0.6439013,0.56372035,0.3099149,0.3339864,0.25380546
135,0.85069096,0.38142252,0.5863744,0.11710596,0.26431656,0.46926844
136,0.8727847,0.667999,0.50838625,0.3036006,0.36439842,0.20478565
137,0.89928496,0.6122514,0.5929744,0.30594087,0.30631053,0.28703356
138,0.9115929,0.55189896,0.66724914,0.30755526,0.2443437,0.35969388
139,0.8696186,0.5499743,0.64724886,0.3276046,0.22236973,0.31964427
140,0.885074,0.63110936,0.5165093,0.26254463,0.36856472,0.25396466
141,0.858983,0.5211172,0.44894147,0.1110757,0.4100415,0.33786577
142,0.9107931,0.5950271,0.59451693,0.27875084,0.31627625,0.3157661
143,0.8825434,0.5070147,0.53257513,0.1570465,0.3499682,0.37552863
144,0.8503291,0.5065181,0.5295747,0.18576366,0.32075447,0.34381104
145,0.91283303,0.5626449,0.585842,0.23565382,0.32699108,0.3501882
146,0.89588356,0.505535,0.7019069,0.31155837,0.19397664,0.39034855
147,0.8617288,0.5810193,0.5359396,0.25523007,0.3257892,0.2807095
148,0.8851623,0.5379522,0.57154906,0.22433895,0.31361324,0.3472101
149,0.8908613,0.5133314,0.55009454,0.17256474,0.34076667,0.3775298
150,0.90582657,0.58462596,0.5040951,0.18289447,0.4017315,0.3212006
151,0.8561018,0.49361205,0.50563914,0.14314938,0.35046268,0.36248976
152,0.9047348,0.6362908,0.60455894,0.33611494,0.30017585,0.268444
153,0.8816823,0.42527944,0.5902263,0.13382351,0.29145592,0.45640278
154,0.8326631,0.47204226,0.39350843,0.032887578,0.43915468,0.36062086
155,0.85922116,0.44257104,0.6137755,0.19712538,0.24544567,0.41665012
156,0.89117825,0.5798185,0.503988,0.19262826,0.38719022,0.31135976
157,0.86815476,0.6213416,0.3719555,0.12514234,0.49619925,0.24681318
158,0.9296371,0.70977354,0.6467431,0.42687953,0.28289402,0.2198636
159,0.86895955,0.5568371,0.52704394,0.21492147,0.3419156,0.31212246
160,0.90295935,0.63645434,0.6674013,0.4008963,0.23555803,0.266505
161,0.91233665,0.56967723,0.70364034,0.36098093,0.2086963,0.3426594
162,0.91245127,0.5692357,0.62435794,0.28114235,0.28809333,0.34321558
163,0.91719735,0.6216295,0.6021291,0.30656123,0.31506824,0.29556787
164,0.8960697,0.58311915,0.6317429,0.3187924,0.26432675,0.3129505
165,0.8897131,0.61448205,0.62107265,0.3458416,0.26864046,0.27523106
166,0.9017952,0.5950637,0.53573,0.22899848,0.3660652,0.30673152
167,0.9156996,0.6250392,0.5684844,0.27782404,0.34721518,0.29066038
168,0.87139374,0.4654714,0.4981221,0.09219974,0.37327164,0.40592235
169,0.87119746,0.54425156,0.60087186,0.27392602,0.27032554,0.32694584
170,0.87478644,0.5799298,0.6036875,0.30883092,0.2710989,0.2948566
171,0.91288644,0.5552163,0.57390505,0.21623486,0.33898145,0.3576702
172,0.8667136,0.5141865,0.52953887,0.17701179,0.3371747,0.35252708
173,0.9008505,0.5697812,0.7025651,0.37149578,0.1982854,0.3310693
174,0.9111064,0.5465656,0.6425735,0.27803272,0.26853287,0.36454076
175,0.9058121,0.5578226,0.7290764,0.3810869,0.1767357,0.3479895
176,0.886983,0.52367043,0.53327906,0.16996652,0.35370392,0.36331254
177,0.9233098,0.66563207,0.6148716,0.35719395,0.30843812,0.25767767
178,0.8995361,0.6024927,0.51822597,0.22118264,0.38131005,0.29704332
179,0.89882964,0.5927079,0.6362586,0.33013684,0.26257104,0.30612177
180,0.89283013,0.5882952,0.63804543,0.33351052,0.2547847,0.3045349
181,0.8989925,0.5912099,0.66321176,0.35542923,0.23578066,0.30778253
182,0.8854195,0.5831961,0.5396073,0.23738396,0.34581214,0.30222332
183,0.9189786,0.59096766,0.6605979,0.332587,0.25838065,0.32801092
184,0.8868514,0.5869078,0.52013123,0.2201876,0.3667202,0.29994363
185,0.8681395,0.58518296,0.5222417,0.23928523,0.34589773,0.28295648
186,0.8767647,0.61453456,0.42691422,0.16468412,0.44985044,0.2622301
187,0.86941946,0.5401881,0.570963,0.24173164,0.29845643,0.32923138
188,0.87151235,0.6099435,0.54752266,0.28595382,0.3239897,0.26156884
189,0.9384822,0.6417612,0.6530969,0.35637587,0.2853853,0.29672104
190,0.9241424,0.5970134,0.64528453,0.31815547,0.27885795,0.32712907
191,0.8834274,0.5866865,0.6429002,0.34615934,0.24052715,0.2967409
192,0.8950184,0.5901155,0.5484936,0.24359077,0.34652472,0.30490285
193,0.9194127,0.6311772,0.6904801,0.40224463,0.22893256,0.2882355
194,0.8857017,0.5221423,0.6383502,0.2747907,0.24735159,0.36355948
195,0.9142708,0.5191549,0.63625014,0.24113423,0.27802068,0.3951159
196,0.8760753,0.58973837,0.5565237,0.27018672,0.31955165,0.28633696
197,0.8640252,0.50827783,0.6135248,0.2577774,0.25050044,0.3557474
198,0.8812504,0.5319432,0.5204688,0.17116165,0.36078155,0.34930712
199,0.9221952,0.67840636,0.551337,0.30754817,0.3708582,0.24378884
200,0.87263596,0.59057117,0.60858244,0.3265177,0.26405346,0.28206474
201,0.8528245,0.45046103,0.6070597,0.20469624,0.24576479,0.40236348
202,0.9082332,0.5642595,0.56694007,0.22296637,0.34129316,0.3439737
203,0.8830403,0.61307967,0.54981244,0.2798518,0.33322787,0.26996064
204,0.88361174,0.60535955,0.6297485,0.3514964,0.25386316,0.27825212
205,0.9007688,0.5435796,0.5829017,0.22571248,0.3178671,0.35718924
206,0.8862552,0.6032486,0.54228467,0.25927812,0.34397048,0.28300655
207,0.8680482,0.503247,0.4589851,0.09418392,0.4090631,0.36480117
208,0.856814,0.63881975,0.39890528,0.18091094,0.4579088,0.21799433
209,0.8962546,0.57021636,0.628523,0.3024847,0.26773167,0.3260383
210,0.8788527,0.51906013,0.52046275,0.16067016,0.35838997,0.3597926
211,0.9132912,0.67594814,0.6185169,0.38117385,0.2947743,0.23734307
212,0.92119145,0.6753981,0.56083596,0.31504261,0.3603555,0.24579334
213,0.8604308,0.55825144,0.5586288,0.2564494,0.30180204,0.3021794
214,0.9059221,0.52585745,0.65492773,0.27486306,0.25099438,0.38006467
215,0.8904711,0.5241692,0.6856877,0.3193859,0.20478332,0.36630183
216,0.8502559,0.48247355,0.6131511,0.24536878,0.23710477,0.3677823
217,0.910281,0.64664954,0.4946468,0.23101538,0.41563416,0.2636314
218,0.8880733,0.5108813,0.55728364,0.18009162,0.3307897,0.37719202
219,0.90377474,0.5620815,0.6823243,0.340631,0.22145051,0.34169328
220,0.93816566,0.6205312,0.69944835,0.38181388,0.23871732,0.31763446
221,0.8859334,0.5098872,0.60869205,0.23264587,0.27724135,0.37604618
222,0.8888318,0.51338935,0.629946,0.25450355,0.2588858,0.37544245
223,0.87636125,0.43694615,0.612481,0.1730659,0.26388025,0.4394151
224,0.8866596,0.5721921,0.5931309,0.2786634,0.29352868,0.3144675
225,0.85559577,0.47363037,0.57314825,0.19118291,0.28244746,0.38196534
226,0.9000016,0.56453645,0.5355709,0.20010585,0.3644306,0.33546507
227,0.87699306,0.55268973,0.54861975,0.22431648,0.32837325,0.32430327
228,0.8829082,0.5715134,0.62815666,0.31676185,0.25475156,0.3113948
229,0.89043194,0.49463737,0.53183913,0.13604456,0.3585928,0.39579457
230,0.89353836,0.5867677,0.63963574,0.33286512,0.25390255,0.30677062
231,0.9024759,0.63478136,0.6650754,0.3973809,0.23740047,0.26769453
232,0.866891,0.5312474,0.60901934,0.27337563,0.25787175,0.3356437
233,0.89188516,0.58879125,0.5681031,0.26500916,0.3237821,0.3030939
234,0.9138801,0.58478886,0.61238617,0.28329492,0.30149394,0.32909125
235,0.90474546,0.683376,0.4878744,0.26650488,0.41687113,0.2213695
236,0.8881785,0.60009503,0.6173302,0.3292467,0.27084833,0.2880835
237,0.88693404,0.6106653,0.5477232,0.27145445,0.33921087,0.27626872
238,0.9095885,0.57303596,0.64114964,0.30459708,0.26843888,0.33655256
239,0.90563434,0.59075356,0.70855385,0.393673,0.19708055,0.31488085
240,0.8884809,0.6000933,0.4881221,0.19973445,0.40035886,0.28838766
241,0.9235929,0.62300503,0.6539705,0.3533826,0.26962245,0.3005879
242,0.91501033,0.656422,0.6976075,0.4390192,0.21740282,0.2585883
243,0.87471485,0.4660474,0.50595903,0.09729159,0.36875582,0.40866745
244,0.9054164,0.59082156,0.68871427,0.37411934,0.21670222,0.31459492
245,0.9100032,0.71009374,0.6075786,0.40766907,0.30242467,0.19990951
246,0.8989519,0.6267637,0.5941442,0.32195604,0.30480766,0.2721882
247,0.9168803,0.62243,0.57292396,0.27847368,0.34395635,0.29445028
248,0.91136193,0.7310829,0.5426657,0.3623867,0.3686962,0.18027902
249,0.91783196,0.6823141,0.64058125,0.40506333,0.27725077,0.23551792
250,0.89041126,0.5364385,0.58566225,0.23168957,0.30474895,0.35397267
251,0.8878059,0.56656814,0.58342403,0.26218635,0.3043818,0.32123768
252,0.8843282,0.65618694,0.5905564,0.36241513,0.2937718,0.22814125
253,0.89710706,0.55421317,0.49970543,0.15681154,0.39740163,0.3428939
254,0.8750342,0.5336925,0.62299675,0.28165495,0.25203753,0.3413418
255,0.8935483,0.60075974,0.6345446,0.34175605,0.2590037,0.29278857
256,0.8751953,0.46346617,0.537933,0.12620384,0.33726233,0.41172916
257,0.9035171,0.56571,0.60315454,0.26534736,0.30036265,0.33780718
258,0.89850044,0.6526611,0.6783419,0.4325025,0.22015858,0.24583942
259,0.89533335,0.61074996,0.6284814,0.343898,0.26685196,0.2845834
260,0.902848,0.5612894,0.62774813,0.28618956,0.27509987,0.34155858
261,0.9150965,0.4581529,0.6073338,0.15039015,0.30776274,0.45694363
262,0.8977799,0.5805155,0.6278527,0.3105883,0.2699272,0.31726438
263,0.89224315,0.51023054,0.5561341,0.1741215,0.33610904,0.3820126
264,0.86603904,0.3964734,0.6069927,0.13742709,0.25904632,0.46956563
265,0.87505716,0.52751863,0.5012044,0.15366584,0.3738528,0.34753853
266,0.88312894,0.55988383,0.3762008,0.052955687,0.50692815,0.3232451
267,0.90451586,0.6605279,0.5110341,0.2670461,0.3934818,0.24398798
268,0.91881067,0.58652025,0.67016685,0.3378765,0.24864376,0.33229035
269,0.88764876,0.6298989,0.58699954,0.32924968,0.30064923,0.25774986
270,0.88206434,0.55601203,0.53961176,0.21355939,0.34245265,0.32605237
271,0.88677174,0.6007515,0.58996224,0.30394202,0.2968095,0.28602022
272,0.8459168,0.4049664,0.64477015,0.20381969,0.20114672,0.44095045
273,0.8770363,0.50095403,0.6340547,0.25797254,0.2429815,0.37608218
274,0.8362433,0.43868583,0.55921113,0.1616537,0.27703214,0.39755744
275,0.9073251,0.72881985,0.58111346,0.40260822,0.32621163,0.17850524
276,0.9118925,0.4787712,0.62615573,0.19303447,0.28573674,0.43312126
277,0.9002657,0.6047164,0.6641755,0.36862624,0.23609018,0.29554927
278,0.89968413,0.6206331,0.4674253,0.18837434,0.43225878,0.27905095
279,0.8868682,0.5393238,0.61220133,0.26465696,0.27466685,0.34754437
280,0.8817158,0.5787244,0.598971,0.29597962,0.28274477,0.3029914
281,0.88966554,0.5724485,0.55658907,0.23937207,0.33307642,0.317217
282,0.90147257,0.6470318,0.48799926,0.23355842,0.41347337,0.25444084
283,0.8970489,0.6313355,0.56215745,0.296444,0.3348915,0.26571345
284,0.87712365,0.5599139,0.57626307,0.2590533,0.30086058,0.31720978
285,0.90221184,0.6007861,0.6035802,0.30215436,0.29863173,0.3014258
286,0.917537,0.5621421,0.6156826,0.26028776,0.3018543,0.35539484
287,0.894974,0.58524615,0.58727324,0.27754545,0.3077007,0.3097278
288,0.9127476,0.5441296,0.6325095,0.26389146,0.28023815,0.36861807
289,0.8782926,0.504365,0.62893665,0.2550091,0.24935591,0.37392753
290,0.8811734,0.57231057,0.5774015,0.2685387,0.30377185,0.3088628
291,0.8787772,0.5675058,0.537171,0.22589952,0.34160626,0.3112715
292,0.89278764,0.5740309,0.6662669,0.34751016,0.22652072,0.31875676
293,0.9167907,0.6414129,0.6756629,0.400285,0.24112791,0.27537787
294,0.9218183,0.5628881,0.60908395,0.25015372,0.31273437,0.35893023
295,0.8738782,0.51621866,0.54563516,0.1879757,0.32824296,0.35765946
296,0.90148896,0.65629256,0.5383215,0.2931251,0.36316746,0.2451964
297,0.88542044,0.43752337,0.68130666,0.23340952,0.20411384,0.44789714
298,0.8916026,0.6630783,0.45213377,0.2236095,0.4394688,0.22852427
299,0.8914411,0.5827521,0.59166896,0.28297997,0.29977214,0.308689
300,0.8524344,0.54150414,0.52024937,0.20931911,0.33218503,0.31093025
301,0.89827514,0.51754296,0.644956,0.2642238,0.25331914,0.38073218
302,0.8877735,0.46629435,0.5805397,0.15906048,0.30723387,0.42147923
303,0.874684,0.5710839,0.53270996,0.22910988,0.34197402,0.30360007
304,0.9180088,0.5433278,0.565634,0.19095302,0.3523748,0.374681
305,0.8641019,0.30660975,0.595827,0.038334846,0.2682749,0.55749214
306,0.8574041,0.55782276,0.43771404,0.13813269,0.41969007,0.29958135
307,0.8938344,0.5497966,0.5917993,0.24776143,0.30203515,0.3440379
308,0.8948275,0.66286373,0.5182518,0.28628802,0.3765757,0.23196375
309,0.9179463,0.6200618,0.62450933,0.32662493,0.29343688,0.2978844
310,0.8567481,0.68522936,0.46581233,0.29429364,0.39093572,0.17151868
311,0.87766385,0.5610435,0.572268,0.25564766,0.30539584,0.31662035
312,0.90600437,0.6640084,0.5340576,0.29206163,0.37194675,0.24199599
313,0.9097053,0.6109495,0.60867536,0.3099196,0.30102992,0.29875576
314,0.9040818,0.5327281,0.5886452,0.21729147,0.3154366,0.37135375
315,0.8713795,0.49332947,0.48012853,0.1020785,0.39125097,0.37805003
316,0.91963553,0.56643295,0.67442644,0.32122386,0.2452091,0.35320258
317,0.9146428,0.66482306,0.63920134,0.38938165,0.2754414,0.2498197
318,0.8578337,0.61933637,0.3459472,0.10744989,0.5118865,0.23849732
319,0.89998263,0.55195546,0.65079284,0.30276567,0.2491898,0.34802717
320,0.8690541,0.535571,0.52715075,0.19366765,0.34190333,0.3334831
321,0.8983326,0.5907325,0.5574227,0.24982262,0.3409099,0.30760008
322,0.89811945,0.55190814,0.6005434,0.25433207,0.29757607,0.3462113
323,0.87355316,0.55546874,0.60236025,0.2842759,0.27119285,0.31808436
324,0.8916654,0.6480402,0.60989326,0.36626798,0.2817722,0.24362528
325,0.9201817,0.58920324,0.6725968,0.34161836,0.24758488,0.33097845
326,0.8964386,0.45286894,0.6692991,0.22572947,0.22713947,0.44356966
327,0.88192284,0.5439891,0.6914457,0.35351193,0.19047719,0.33793378
328,0.87792957,0.48563832,0.45517582,0.06288457,0.42275375,0.39229125
329,0.8669379,0.51561666,0.56689405,0.21557283,0.30004382,0.35132122
330,0.8956562,0.5240911,0.63995624,0.26839113,0.2557,0.3715651
331,0.9019865,0.54256,0.5916736,0.23224711,0.31031287,0.3594265
332,0.90766275,0.5650401,0.56836545,0.22574282,0.3392973,0.34262264
333,0.8942542,0.6034982,0.5878469,0.2970909,0.30640733,0.290756
334,0.9053085,0.56691986,0.69397914,0.35559058,0.21132928,0.33838856
335,0.9271023,0.66299474,0.6919026,0.42779493,0.23519981,0.26410764
336,0.8807187,0.47927707,0.57413924,0.17269754,0.30657953,0.4014417
337,0.90657187,0.58783114,0.66437364,0.3456329,0.24219823,0.31874073
338,0.88303816,0.51567894,0.60765386,0.24029458,0.27538437,0.36735928
339,0.8454577,0.48330438,0.4322555,0.070102215,0.41320217,0.3621533
340,0.88480943,0.57634807,0.61416376,0.3057024,0.27064568,0.30846137
341,0.8881631,0.51342124,0.5358801,0.1611383,0.35228294,0.3747418
342,0.9003818,0.5610907,0.54868233,0.20939124,0.35169947,0.3392911
343,0.90825725,0.5807914,0.6369833,0.30951738,0.27127403,0.3274659
344,0.9124616,0.6061035,0.5076629,0.20130485,0.40479863,0.30635804
345,0.89287937,0.653914,0.6148633,0.37589788,0.2780161,0.23896539
346,0.8945744,0.61757183,0.6020062,0.32500362,0.2925682,0.27700257
347,0.8815142,0.52653563,0.652242,0.2972635,0.22927213,0.3549785
348,0.93263054,0.61827964,0.7006609,0.38630998,0.23196965,0.3143509
349,0.8427728,0.5000843,0.5549762,0.21228772,0.28779656,0.3426885
350,0.90876764,0.58986413,0.5733599,0.25445634,0.3354078,0.31890357
351,0.8721288,0.47608447,0.5340192,0.13797492,0.33810955,0.39604425
352,0.9067945,0.6464159,0.5939369,0.33355838,0.3128575,0.26037854
353,0.88177216,0.4776209,0.6013897,0.19723845,0.28038245,0.40415126
354,0.88887894,0.6016186,0.63132095,0.34406054,0.25755805,0.2872604
355,0.9188412,0.68499094,0.62532496,0.39147466,0.29351628,0.2338503
356,0.8890507,0.5723686,0.57978487,0.26310277,0.30926585,0.3166821
357,0.89748126,0.6412502,0.6029712,0.3467402,0.29451,0.256231
358,0.9073271,0.67025304,0.5931949,0.35612088,0.31413215,0.23707402
359,0.8824626,0.38627118,0.5392697,0.043078244,0.34319293,0.49619144
360,0.9162666,0.5788686,0.60893273,0.27153474,0.3073339,0.337398
361,0.905961,0.55178034,0.58601207,0.23183137,0.31994897,0.3541807
